超清央卫,#genre#
一口气听完-beyond,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e7fa941e1abc0601037001962cc7ce32_258.mp4
一口气听完系列-伍佰,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e7f9d3120e83c101037001962803fc0a_258.mp4
一口气听完系列-周传雄,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e7fa33991abc160103700196298d22ea_258.mp4
一口气听完系列-林忆莲,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e7f3de800b3e474f0370019610e0d4f4_258.mp4
一口气听完系列-任贤齐上,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e7fd1080088a9d4f0370019634b5275b_258.mp4
一口气听完系列-任贤齐下,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e7fd21bb1aa3010103700196352a873e_258.mp4
一口气听完系列-邓紫棋,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e820ae0f68d3d14f03700196bfb67162_258.mp4
一口气听完系列-陈淑桦,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e81ff9504920c10103700196bcf9b209_258.mp4
一口气听完系列-陈慧琳,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e81c3c6e4b365d0103700196ae9fa46e_258.mp4
一口气听完系列-徐怀钰,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e81b2bb868f6fd4f03700196aa391cbd_258.mp4
一口气听完系列-邰正宵,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e81c2ea74b03660103700196ae4f134f_258.mp4
一口气听完系列-张韶涵,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e818ba9c6762f54f03700196a0b13a77_258.mp4
一口气听完系列-小虎队,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e818a0a868de5e4f03700196a0485994_258.mp4
一口气听完系列-郑智化,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e81359284b3eae01037001968ba98af9_258.mp4
一口气听完系列-徐若瑄,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e8121e45751e1a4f0370019686dee94d_258.mp4
一口气听完系列-叶倩文,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e810bae2615f29010370019681a138cd_258.mp4
一口气听完系列-戴佩妮,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e810ac2d4b154e0103700196815f586c_258.mp4
一口气听完系列-甄妮,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e80a2f9578e71d4f0370019667e9e05d_258.mp4
一口气听完系列-林志炫,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e80a23084b35e5010370019667c3b63c_258.mp4
一口气听完系列-SHE,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e8037575617e5d01037001964da4a68d_258.mp4
经典控,#genre
粤国语歌串烧1,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be58b8bd78eb4f03700199278e02a1_258.mp4
粤国精选串烧2,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c03260bd23944f037001992ec72dba_258.mp4
粤语dj歌串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8be3073073131010370019926f1b6bf_258.mp4
粤语女声串烧一,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be36b1bd60ee4f037001992707ce4d_258.mp4
粤语女声串烧二,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c788c00738e201037001994b71736e_258.mp4
经典Dj嗨歌01,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c0531dbca1064f037001992f48d0cd_258.mp4
经典Dj嗨歌02,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c643e2bc5a744f03700199467b4c09_258.mp4
经典Dj嗨歌03,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c6443abd17df4f03700199467cffa5_258.mp4
经典Dj嗨歌04,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c644c7bc5a044f03700199467f364e_258.mp4
经典Dj嗨歌05,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c64536bc37604f03700199467f7a63_258.mp4
经典Dj嗨歌06,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c6469e07c6590103700199468fad62_258.mp4
经典Dj嗨歌07,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c64721bd88e84f037001994687eb6c_258.mp4
经典Dj嗨歌08,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8e215ade7dc860103700199b330ed3a_258.mp4
经典Dj嗨歌09,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8e884a6e896c30103700199cc4951c3_258.mp4
音乐控,#genre#
美女演绎《曼丽》,https://vd3.bdstatic.com/mda-nf6t97pger542k67/1080p/cae_h264/1654629736419933224/mda-nf6t97pger542k67.mp4
美女演绎《听心》,https://vd3.bdstatic.com/mda-nf72p098ccvcbk1c/480p/h264/1654653363775362008/mda-nf72p098ccvcbk1c.mp4
美女演绎《长相依》,https://vd4.bdstatic.com/mda-nf72y47rt9hgq96q/480p/h264/1654654064346982012/mda-nf72y47rt9hgq96q.mp4
美女演绎《梦驼铃》,https://vd2.bdstatic.com/mda-nf6ttzup2mkhc1e4/480p/h264/1654630889566123213/mda-nf6ttzup2mkhc1e4.mp4
美女演绎《情人桥》,https://vd4.bdstatic.com/mda-nf6uh26bxh5xubc9/1080p/cae_h264/1654633136402392025/mda-nf6uh26bxh5xubc9.mp4
美女演绎《洪湖水》,https://vd2.bdstatic.com/mda-nf6tcyzpb3hinaj7/1080p/cae_h264/1654630325475270989/mda-nf6tcyzpb3hinaj7.mp4
美女演绎《友谊之光》,https://vd3.bdstatic.com/mda-nf72s6h5biehpuei/480p/h264/1654653627978103770/mda-nf72s6h5biehpuei.mp4
美女演绎《你怎么说》,https://vd4.bdstatic.com/mda-nf6u1qd14ayjekuq/1080p/cae_h264/1654631855359011933/mda-nf6u1qd14ayjekuq.mp4
美女演绎《潮湿的心》,https://vd2.bdstatic.com/mda-nend766b8czwr6cp/1080p/cae_h264/1653299428053015012/mda-nend766b8czwr6cp.mp4
美女演绎《康定情歌》,https://vd2.bdstatic.com/mda-nendfd1cprzuvr2k/720p/h264/1653299444170693410/mda-nendfd1cprzuvr2k.mp4
美女演绎《经典老歌》,https://vd2.bdstatic.com/mda-neneqe9tv71ss65n/480p/h264/1653302761324526011/mda-neneqe9tv71ss65n.mp4
美女演绎《阿里山姑娘》,https://vd3.bdstatic.com/mda-nen4w4bnnr5e30iy/480p/h264/1653276489854043778/mda-nen4w4bnnr5e30iy.mp4
美女演绎《天涯+童年》,https://vd3.bdstatic.com/mda-nendynj2frgjdbes/1080p/cae_h264/1653310760299891108/mda-nendynj2frgjdbes.mp4
美女演绎《快节奏DJ》,https://vd2.bdstatic.com/mda-nf6u51wgmpgkx4c8/480p/h264/1654631777581220030/mda-nf6u51wgmpgkx4c8.mp4
美女演绎《酒干倘卖无》,https://vd4.bdstatic.com/mda-nf6tgkuiz5ftztf4/1080p/cae_h264/1654630466168243031/mda-nf6tgkuiz5ftztf4.mp4
美女演绎《 爱拼才会赢》,https://vd2.bdstatic.com/mda-nf6uebfwi3erwitx/480p/h264/1654632386165831141/mda-nf6uebfwi3erwitx.mp4
美女演绎《往事只能回味》,https://vd4.bdstatic.com/mda-nf6tygntk3u2h1yy/1080p/cae_h264/1654631803841932479/mda-nf6tygntk3u2h1yy.mp4
美女演绎《粉红色的回忆》,https://vd4.bdstatic.com/mda-nen4yexiu5zdeea8/720p/h264/1653276664577111617/mda-nen4yexiu5zdeea8.mp4
美女演绎《荷东经典舞曲》,https://vd2.bdstatic.com/mda-nf6t5juew7f1bsag/1080p/cae_h264/1654629632770936701/mda-nf6t5juew7f1bsag.mp4
美女演绎《爱情的骗子我问你》,https://vd2.bdstatic.com/mda-nf6twtkiceemmzss/1080p/cae_h264/1654631302162473381/mda-nf6twtkiceemmzss.mp4
美女演绎《可可托海的牧羊人》,https://vd3.bdstatic.com/mda-nf6tru72378yw6d4/1080p/cae_h264/1654630943166788320/mda-nf6tru72378yw6d4.mp4
美女演绎《最亲的人》,https://vd4.bdstatic.com/mda-nf8b1wyz1z2mpbq4/1080p/cae_h264/1654762043324649884/mda-nf8b1wyz1z2mpbq4.mp4
美女演绎《北国之春》,https://vd3.bdstatic.com/mda-nf8q71syyijvs4i1/480p/h264/1654794517401712997/mda-nf8q71syyijvs4i1.mp4
美女演绎《情火》,https://vd4.bdstatic.com/mda-nf8q3tgayk76u5bn/1080p/cae_h264/1654794717045599891/mda-nf8q3tgayk76u5bn.mp4
美女演绎《渡红尘》,https://vd4.bdstatic.com/mda-nf8pzeg4u2x8n590/1080p/cae_h264/1654794477963100274/mda-nf8pzeg4u2x8n590.mp4
美女演绎《无奈的思绪 》,https://vd4.bdstatic.com/mda-nf8pns5y708kz2ne/1080p/cae_h264/1654794408390814261/mda-nf8pns5y708kz2ne.mp4
美女演绎《追梦人》,https://vd4.bdstatic.com/mda-nf8pkc8nt0cy3xat/1080p/cae_h264/1654793262479638790/mda-nf8pkc8nt0cy3xat.mp4
美女演绎《最美的缘分》,https://vd2.bdstatic.com/mda-nf8pgzt9e9a7cpuu/480p/h264/1654792766790037830/mda-nf8pgzt9e9a7cpuu.mp4
美女演绎《坐着火车去拉萨》,https://vd4.bdstatic.com/mda-nf8awwj4y7vc4m1z/1080p/cae_h264/1654761372176292475/mda-nf8awwj4y7vc4m1z.mp4
美女演绎《听音识曲》,https://vd3.bdstatic.com/mda-nf8aexszu6c21dtg/480p/h264/1654760163998373258/mda-nf8aexszu6c21dtg.mp4
美女演绎《舞女泪》,https://vd2.bdstatic.com/mda-nf8a578qxtmt27zp/480p/h264/1654758807489037644/mda-nf8a578qxtmt27zp.mp4
美女演绎《惜别的海岸》,https://vd4.bdstatic.com/mda-nf89jkgg8dxte3vh/1080p/cae_h264/1654759982662536180/mda-nf89jkgg8dxte3vh.mp4
美女演绎《马儿欢快的》,https://vd3.bdstatic.com/mda-nf8a7zjmeie3dgnu/480p/h264/1654759326881235864/mda-nf8a7zjmeie3dgnu.mp4
美女演绎《小城故事》,https://vd3.bdstatic.com/mda-nf89xm8nr9f2ygkz/480p/h264/1654758354287422306/mda-nf89xm8nr9f2ygkz.mp4
美女演绎《离家的孩子》,https://vd3.bdstatic.com/mda-nf89u2uitm4x3rjh/1080p/cae_h264/1654759219919213798/mda-nf89u2uitm4x3rjh.mp4
美女演绎 《又见山里红》,https://vd2.bdstatic.com/mda-nf89rhhf4erm0quf/1080p/cae_h264/1654759057045871626/mda-nf89rhhf4erm0quf.mp4
美女演绎《9妹9妹》,https://vd2.bdstatic.com/mda-nfaneckue1q648p2/1080p/cae_h264/1654964492417113369/mda-nfaneckue1q648p2.mp4
香港通行,#genre#
Mytv华语剧台,http://pull-vivek.speedws.com/live/aaahyjt.flv
Mytv亚洲剧台,http://pull-vivek.speedws.com/live/aaayzjt.flv
Mytv黄金华剧台,http://pull-vivek.speedws.com/live/aaahjhj.flv
爱ANI,http://pull-vivek.speedws.com/live/aaaAnimax.flv
Mytv千禧经典,http://pull-vivek.speedws.com/live/aaamqxjd.flv
Mytv,http://pull-vivek.speedws.com/live/aaaSUPERFREE.flv
Mytv黄金翡翠台,http://pull-vivek.speedws.com/live/aaahjfc.flv
Mytv戏曲台,http://pull-vivek.speedws.com/live/aaaxqt.flv
天映经典,http://pull-vivek.speedws.com/live/aaatyjd.flv
Mytv跑马台,http://pull-vivek.speedws.com/live/aaapm18.flv
ViuTV,http://pull-vivek.speedws.com/live/aaaviutv.flv
ViuTV6,http://pull-vivek.speedws.com/live/aaaviutv6.flv
美亚电影,http://pull-vivek.speedws.com/live/aaamydy.flv
AXN,http://pull-vivek.speedws.com/live/aaaAXN.flv
ROCK综艺娱乐,http://pull-vivek.speedws.com/live/aaarock1.flv
极速一,#genre#
myTV SUPER 18台,http://bxtv.3a.ink/api.php?id=18
TVB Plus,http://bxtv.3a.ink/api.php?id=tvbp
明珠台,http://bxtv.3a.ink/api.php?id=mz
無線新聞台,http://bxtv.3a.ink/api.php?id=wxxw
美亞電影台,http://bxtv.3a.ink/api.php?id=meiya
千禧經典台,http://bxtv.3a.ink/api.php?id=qxjd
翡翠台,http://bxtv.3a.ink/api.php?id=fct
鳳凰衛視中文台,http://bxtv.3a.ink/api.php?id=fhzw
鳳凰衛視資訊台,http://bxtv.3a.ink/api.php?id=fhzx
鳳凰衛視香港台,http://bxtv.3a.ink/api.php?id=fhhk
POPC,http://bxtv.3a.ink/api.php?id=popc
NOW爆谷台,http://bxtv.3a.ink/api.php?id=baogu
NOW星影台,http://bxtv.3a.ink/api.php?id=xingying
中天新聞台,http://bxtv.3a.ink/api.php?id=ztxw
Now新闻,http://cdn.163189.xyz/163189/now
Now星影,http://bee.946985.filegear-sg.me/nowxyt/xingyingtai.m3u8
Now爆谷,http://bee.946985.filegear-sg.me/nowbgt/baogutai.m3u8
极速二,#genre#
鳳凰中文,http://j.s.bkpcp.top/js/fhzw
鳳凰資訊,http://j.s.bkpcp.top/js/fhzx
鳳凰香港,http://j.s.bkpcp.top/js/fhxg
PopC,http://tl.061833.xyz/tl/popc
凤凰卫视中文台,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰卫视资讯台,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰卫视香港台,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
TVB翡翠台,http://t.061899.xyz/tl/js/js.php?id=tvbfct
TVB无线新闻台,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
TVB Plus,http://t.061899.xyz/tl/js/js.php?id=tvbplus
無綫新聞台,http://tl.061833.xyz/tl/null-11
中國電影頻道,http://tl.061833.xyz/tl/null-6
亞洲劇台,http://tl.061833.xyz/tl/null-13
千禧經典台,http://tl.061833.xyz/tl/null-3
天映经典,http://tl.061833.xyz/tl/null-1
戲曲台,http://tl.061833.xyz/tl/null-15
明珠台,http://tl.061833.xyz/tl/null-12
星河频道,http://tl.061833.xyz/tl/null-7
功夫台,http://tl.061833.xyz/tl/null-17
粵語片台,http://tl.061833.xyz/tl/null-10
美亞電影台,http://tl.061833.xyz/tl/null-5
翡翠台,http://tl.061833.xyz/tl/null
華語劇台,http://tl.061833.xyz/tl/null-4
黄金翡翠台,http://tl.061833.xyz/tl/null-2
黄金华剧台,http://tl.061833.xyz/tl/null-9
TVBPlus,http://tl.061833.xyz/tl/pluse
娛樂新聞台,http://tl.061833.xyz/tl/null-14
Animax,http://tl.061833.xyz/tl/animax
AXN,http://tl.061833.xyz/tl/axn
KIX,http://tl.061833.xyz/tl/kix
LoveNatureHD,http://tl.061833.xyz/tl/lovenaturehd
myTVSUPER18台,http://tl.061833.xyz/tl/mytvsuper18
myTVSUPERFREE,http://tl.061833.xyz/tl/mytvsuperfree
NickJr,http://tl.061833.xyz/tl/nickjr
Nickelodeon,http://tl.061833.xyz/tl/nickelodeon
ROCKAction,http://tl.061833.xyz/tl/rockaction
ROCK綜藝娛樂,http://tl.061833.xyz/tl/rock
SUPERKidsChannel,http://tl.061833.xyz/tl/superkidschannel
ZooMoo,http://tl.061833.xyz/tl/zoomoo
极速三,#genre#
凤凰中文,http://43.152.143.193/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pcc72.flv
凤凰资讯,http://43.152.143.193/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pin72.flv
凤凰香港,http://43.152.143.193/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701phk72.flv
NOW爆谷台,http://23.237.228.133/live2/baogutai.m3u8
NOW星影台,http://23.237.228.133/live2/xingyingtai.m3u8
HOY76,http://hls.168.us.kg/u/76/master.m3u8
HOY77,http://hls.168.us.kg/u/77/master.m3u8
HOY78,http://hls.168.us.kg/u/78/master.m3u8
HOY78,http://hls.168.us.kg/u/78/master.m3u8
翡翠台,http://hls.168.us.kg/u/81/master.m3u8
TVB Plus,http://hls.168.us.kg/u/82/master.m3u8
无线新闻台,http://hls.168.us.kg/u/83/master.m3u8
明珠台,http://hls.168.us.kg/u/84/master.m3u8
Now新聞台,http://hls.168.us.kg/u/332/master.m3u8
ViuTVsix,http://hls.168.us.kg/u/96/master.m3u8
ViuTV,http://hls.168.us.kg/u/99/master.m3u8
Now華劇台,http://hls.168.us.kg/u/105/master.m3u8
熊貓TV,http://hls.168.us.kg/u/200/master.m3u8
Now直播台,http://hls.168.us.kg/u/331/master.m3u8
Now新聞台,http://hls.168.us.kg/u/332/master.m3u8
Now財經台,http://hls.168.us.kg/u/333/master.m3u8
Now Sports 精選,http://hls.168.us.kg/u/630/master.m3u8
极速风云,#genre#
SPOTV,http://iptv.4666888.xyz/iptv2A.php?id=2
SPOTV2,http://iptv.4666888.xyz/iptv2A.php?id=1
astroFootball,http://iptv.4666888.xyz/iptv2A.php?id=4
TntSports3,http://iptv.4666888.xyz/iptv2A.php?id=3
wwwe,http://iptv.4666888.xyz/iptv2A.php?id=5
博斯運動1,http://iptv.4666888.xyz/iptv2A.php?id=6
鳳凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27
TVB翡翠,http://iptv.4666888.xyz/iptv2A.php?id=34
TVB翡翠(馬來),http://iptv.4666888.xyz/iptv2A.php?id=28
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25
千禧经典,http://iptv.4666888.xyz/iptv2A.php?id=22
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
HOY78,http://iptv.4666888.xyz/iptv2A.php?id=31
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVB娱乐新闻,http://iptv.4666888.xyz/iptv2A.php?id=36
MYTV黃金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=32
TVB翡翠劇集,http://iptv.4666888.xyz/iptv2A.php?id=33
澳視澳門,http://iptv.4666888.xyz/iptv2A.php?id=41
TVBS新聞,http://iptv.4666888.xyz/iptv2A.php?id=43
非凡直播,http://iptv.4666888.xyz/iptv2A.php?id=44
民视,http://iptv.4666888.xyz/iptv2A.php?id=55
華藝中文,http://iptv.4666888.xyz/iptv2A.php?id=37
爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=21
臺灣戲劇,http://iptv.4666888.xyz/iptv2A.php?id=42
EYE戏剧,http://iptv.4666888.xyz/iptv2A.php?id=56
緯來電影,http://iptv.4666888.xyz/iptv2A.php?id=40
東森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
龍華电影,http://iptv.4666888.xyz/iptv2A.php?id=45
民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
美亚电影(台),http://iptv.4666888.xyz/iptv2A.php?id=30
東森洋片,http://iptv.4666888.xyz/iptv2A.php?id=45
爱尔达综合,http://iptv.4666888.xyz/iptv2A.php?id=49
ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50
JET综合,http://iptv.4666888.xyz/iptv2A.php?id=51
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=52
BBC_Earth,http://iptv.4666888.xyz/iptv2A.php?id=53
中视经典,http://iptv.4666888.xyz/iptv2A.php?id=54
港澳台,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,p3p://167.114.175.6:55331/66c04cec000a20ac2dbf03c71cf661c9
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
翡翠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah005-golive.flv
翡翠台,http://58.250.155.2:8180/TV00000000000000000032@HHZT
翡翠台,http://ali.hlspull.yximgs.com/live/awei_jade.flv
VIUTV粤,http://vallest.uk/livehttpplay?channel_id=30032
VIUTV英,http://vallest.uk/livehttpplay?channel_id=30033
RTHK-31,http://vallest.uk/livehttpplay?channel_id=30066
RTHK-32,http://vallest.uk/livehttpplay?channel_id=30067
Plus综合,http://vallest.uk/livehttpplay?channel_id=30023
凤凰中文,http://vallest.uk/livehttpplay?channel_id=30014
凤凰资讯,http://vallest.uk/livehttpplay?channel_id=30015
凤凰香港,http://vallest.uk/livehttpplay?channel_id=30016
有线综合,http://vallest.uk/livehttpplay?channel_id=20152
无线新闻,http://hls.168.us.kg/u/83/master.m3u8
无线翡翠,http://hls.168.us.kg/u/81/master.m3u8
Now新闻,http://hls.168.us.kg/u/332/master.m3u8
Now财经,http://hls.168.us.kg/u/333/master.m3u8
Now新闻,http://cdn.163189.xyz/163189/now
无线新闻,https://cdn6.101.qzz.io/163189/wxxw
无线翡翠,https://cdn6.101.qzz.io/163189/fct
无线翡翠,https://mytv.cdn.loc.cc/o12.php?id=fct
无线明珠,https://mytv.cdn.loc.cc/o12.php?id=mzt
无线星河,https://cdn6.101.qzz.io/163189/tvbxh
无线功夫,https://cdn6.101.qzz.io/163189/yzwx
澳视澳门,https://cdn6.101.qzz.io/163189/asam
VIUTV粤,https://cdn.163189.xyz/163189/viu
Plus综合,https://cdn6.101.qzz.io/163189/tvbp
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk
TVB无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB无线华丽,http://php.jdshipin.com/PLTV/iptv.php?id=huali
TVB无线华丽,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
TVB无线华丽,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
TVB无线新闻,http://bxtv.3a.ink/api.php?id=wxxw
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB无线新闻,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
TVB无线新闻,p3p://167.114.175.6:55331/653e4703000daead0c78dfb07723484e
TVB无线新闻,p3p://108.181.32.169:19673/66c414110003f1f047eb7cb30cd84a38
TVB无线新闻,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
TVB星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,https://tv.mytvsuper.xyz/tvb/xinghe/xinghe.m3u8
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/PLTV/iptv.php?id=j2
TVB Plus,http://50.7.234.10:8278/j2_twn/playlist.m3u8?tid=m22905da1d346&ct=18336&tsum=3b4998c4f5367bb820165f66b0caab0e
TVB Plus,http://60.248.77.83/sat/hk011.flv
TVB Plus,http://60.248.77.83/sat/hk031.flv
TVB Plus,http://50.7.234.10:8278/j2_twn/playlist.m3u8?tid=MFCF3274854132748541&ct=19254&tsum=699466c18aac56202ad1d2843fd21032
TVB Plus,http://cdn.132.us.kg/live/tvbp/stream.m3u8
TVB Plus,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah007-golive.flv
TVB千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVB千禧经典,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
TVB千禧经典,http://php.jdshipin.com/smt.php?id=Tvbclassic
TVB千禧经典,https://tv.mytvsuper.xyz/astro/qianxi/qianxi.m3u8
TVB千禧经典,http://205.185.123.236:8899/astro/qianxi/qianxi.m3u8
TVB明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
TVB明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
TVB明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
TVB明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
TVB明珠台,p3p://167.114.175.6:55331/611d99f3000116024a845bb9627404c9
TVB明珠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah008-golive.flv
TVB明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
TVB明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB明珠台,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476927.m3u8
TVB娱乐新闻,http://php.jdshipin.com/smt.php?id=Tvbentertainment
TVB娱乐新闻,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
翡翠台,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476935.m3u8
TVBJ1,http://cdn3.132.us.kg/live/j1/stream.m3u8
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
美亚电影,https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn
美亚电影HK(粤),p3p://167.114.175.6:55331/655f8ccc0007d2578e70f934113a2428
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY76,http://bziyunshao.synology.me:8891/bysid/76
HOY77,http://bziyunshao.synology.me:8891/bysid/77
HOY78,http://bziyunshao.synology.me:8891/bysid/78
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$LR•IPV4『线路41』
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8577/.m3u8$LR•IPV4『线路45』
凤凰中文,http://146.56.153.245:20121/bysid/258$LR•IPV4『线路81』
凤凰中文,http://146.56.153.245:20121/bysid/258
凤凰中文,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.184:9092
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰中文,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
凤凰资讯,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰卫视,p3p://167.114.175.6:55331/602c73500002f4d29c90fa1270f21160
凤凰卫视,http://cdn.132.us.kg/live/fhzw/stream.m3u8
凤凰资讯,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.183:9086
凤凰资讯,http://146.56.153.245:20121/bysid/257$LR•IPV4『线路35』
凤凰资讯,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8$LR•IPV4『线路89』
凤凰资讯,http://146.56.153.245:20121/bysid/257
凤凰资讯,http://148.135.93.213:81/phenix.php?id=fhzx
凤凰中文,http://148.135.93.213:81/phenix.php?id=fhzw
